sample_id,database,input_type,operation_type,difficulty,conflict_sensitive,dependency_sensitive,target_state_correct,strict_state_correct,execution_success,admitted,abstained,off_target_change,constraint_failure,execution_failure,generation_ok,parse_ok,reference_resolution_ok,materialization_ok,verification_ok,compilation_ok,semantic_gate_ok,preflight_ok,admission_ok,execution_ok,state_correct,first_failure_stage,failure_reason_code,failure_reason_detail,root_cause,manual_review_required,manual_review_label,manual_review_notes,oracle_if_bypassed_correct,abstention_reason,direct_correct,jfs_correct,mpfsplus_correct,paired_category
final_vaccine_025,vaccine,semi_structured,plain_insert,,0,0,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,VERIFIER_OVER_REJECTION,1,over_reject_candidate,,1,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_026,vaccine,semi_structured,insert_ignore,,1,1,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,VERIFIER_OVER_REJECTION,1,over_reject_candidate,,1,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_027,vaccine,semi_structured,upsert_update,,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,TARGET_MISSING_COLUMN,"container: missing required columns: containregistry, shipown.",LLM_SEMANTIC_ERROR,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_028,vaccine,semi_structured,plain_insert,,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_029,vaccine,semi_structured,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_030,vaccine,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_031,vaccine,free_text,plain_insert,,0,1,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_NORMALIZATION_ERROR,Value is not a supported unambiguous date.,MATERIALIZATION_ERROR,0,,,0,grounding_failure,0,0,0,ALL_WRONG
final_vaccine_032,vaccine,free_text,insert_ignore,,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,TARGET_MISSING_COLUMN,container: missing required columns: shipown.,LLM_SEMANTIC_ERROR,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_033,vaccine,free_text,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_UNKNOWN_COLUMN,Unknown enumerated column ID 't5.timemark'.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_034,vaccine,semi_structured,plain_insert,,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,TARGET_MISSING_COLUMN,shipments: missing required columns: timemark.,LLM_SEMANTIC_ERROR,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_035,vaccine,semi_structured,insert_ignore,,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,CONFLICT_MISSING,Conflict behavior is ambiguous; the fail-closed policy abstains.,REPRESENTATION_LIMITATION,0,,,0,verification_reject,0,1,0,J_CORRECT_MP_WRONG
final_vaccine_036,vaccine,semi_structured,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,TARGET_MISSING_COLUMN,"container: missing required columns: containregistry, shipown.",LLM_SEMANTIC_ERROR,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_037,vaccine,semi_structured,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_038,vaccine,semi_structured,insert_ignore,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,0,1,MP_CORRECT_J_WRONG
final_vaccine_039,vaccine,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,0,1,MP_CORRECT_J_WRONG
final_vaccine_040,vaccine,semi_structured,plain_insert,,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,state_mismatch,STATE_WRONG_VALUE,wrong_state,LLM_SEMANTIC_ERROR,1,executed_but_wrong,,,,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_041,vaccine,semi_structured,insert_ignore,,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,CONFLICT_MISSING,Conflict behavior is ambiguous; the fail-closed policy abstains.,REPRESENTATION_LIMITATION,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_042,vaccine,semi_structured,upsert_update,,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,TARGET_MISSING_COLUMN,"container: missing required columns: containregistry, shipown.",LLM_SEMANTIC_ERROR,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_043,vaccine,semi_structured,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_044,vaccine,semi_structured,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,0,1,1,MP_CORRECT_DIRECT_WRONG
final_vaccine_045,vaccine,semi_structured,upsert_update,,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,state_mismatch,STATE_WRONG_VALUE,wrong_state,LLM_SEMANTIC_ERROR,1,executed_but_wrong,,,,1,0,0,DIRECT_CORRECT_MP_WRONG
final_vaccine_046,vaccine,free_text,plain_insert,,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,TARGET_MISSING_COLUMN,regulatoryandmaintenance: missing required columns: shipgov.,LLM_SEMANTIC_ERROR,0,,,0,verification_reject,0,1,0,J_CORRECT_MP_WRONG
final_vaccine_047,vaccine,free_text,insert_ignore,,1,1,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,parse,GEN_UNPARSEABLE_OUTPUT,parse_error,LLM_SEMANTIC_ERROR,0,,,,planner_failure,1,0,0,DIRECT_CORRECT_MP_WRONG
final_vaccine_048,vaccine,free_text,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_NORMALIZATION_ERROR,Value is not a supported unambiguous date.,MATERIALIZATION_ERROR,0,,,0,grounding_failure,0,1,0,J_CORRECT_MP_WRONG
final_vaccine_049,vaccine,semi_structured,plain_insert,,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_050,vaccine,semi_structured,insert_ignore,,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,NA,NA,NA,preflight,PREFLIGHT_UNIQUE,UNIQUE constraint failed: shipments.shipmentregistry,PREFLIGHT_ERROR,0,,,0,preflight_reject,1,0,0,DIRECT_CORRECT_MP_WRONG
final_vaccine_051,vaccine,semi_structured,upsert_update,,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,NA,NA,NA,preflight,PREFLIGHT_UNIQUE,UNIQUE constraint failed: regulatoryandmaintenance.regmaintregistry,PREFLIGHT_ERROR,0,,,0,preflight_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_052,vaccine,semi_structured,plain_insert,,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_053,vaccine,semi_structured,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_054,vaccine,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,0,1,MP_CORRECT_J_WRONG
final_vaccine_055,vaccine,semi_structured,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_056,vaccine,semi_structured,insert_ignore,,1,0,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_UNKNOWN_COLUMN,Unknown enumerated column ID 't4.containlink'.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_057,vaccine,semi_structured,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,CONFLICT_MISSING,Conflict behavior is ambiguous; the fail-closed policy abstains.,REPRESENTATION_LIMITATION,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_058,vaccine,semi_structured,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_059,vaccine,semi_structured,insert_ignore,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_060,vaccine,semi_structured,upsert_update,,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,state_mismatch,STATE_WRONG_VALUE,wrong_state,LLM_SEMANTIC_ERROR,1,executed_but_wrong,,,,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_001,virtual,free_text,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_002,virtual,free_text,insert_ignore,,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,TARGET_MISSING_COLUMN,additionalnotes: missing required columns: notesreg.,LLM_SEMANTIC_ERROR,0,,,0,verification_reject,0,0,0,ALL_WRONG
final_virtual_003,virtual,free_text,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_WRONG_EVIDENCE_SPAN,Multiple cells resolve to target column 'statustag'.,MATERIALIZATION_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_004,virtual,semi_structured,plain_insert,,0,1,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_UNKNOWN_COLUMN,Unknown enumerated column ID 't5.userregistry'.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_005,virtual,semi_structured,insert_ignore,,1,1,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_UNKNOWN_COLUMN,Unknown enumerated column ID 't14.entityreg'.,GROUNDING_ERROR,0,,,0,grounding_failure,0,1,0,J_CORRECT_MP_WRONG
final_virtual_006,virtual,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_007,virtual,semi_structured,plain_insert,,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_008,virtual,semi_structured,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_009,virtual,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_010,virtual,semi_structured,plain_insert,,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,state_mismatch,STATE_WRONG_VALUE,wrong_state,LLM_SEMANTIC_ERROR,1,executed_but_wrong,,,,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_011,virtual,semi_structured,insert_ignore,,1,0,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,VERIFIER_OVER_REJECTION,1,over_reject_candidate,,1,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_012,virtual,semi_structured,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,VERIFIER_OVER_REJECTION,1,over_reject_candidate,,1,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_013,virtual,semi_structured,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_014,virtual,semi_structured,insert_ignore,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_015,virtual,semi_structured,upsert_update,,1,0,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_MISSING,Source field 'and connqual.' is neither mapped nor justified.,MATERIALIZATION_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_016,virtual,free_text,plain_insert,,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,NA,NA,NA,preflight,PREFLIGHT_FK,FOREIGN KEY constraint failed,PREFLIGHT_ERROR,0,,,0,preflight_reject,0,0,0,ALL_WRONG
final_virtual_017,virtual,free_text,insert_ignore,,1,1,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,parse,GEN_UNPARSEABLE_OUTPUT,parse_error,LLM_SEMANTIC_ERROR,0,,,,planner_failure,0,0,0,ALL_WRONG
final_virtual_018,virtual,free_text,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_019,virtual,semi_structured,plain_insert,,0,1,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_UNKNOWN_COLUMN,Unknown enumerated column ID 't2.commercereg'.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_020,virtual,semi_structured,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_021,virtual,semi_structured,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_UNKNOWN_COLUMN,Unknown enumerated column ID 't5.userregistry'.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_022,virtual,semi_structured,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_023,virtual,semi_structured,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_024,virtual,semi_structured,upsert_update,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_025,virtual,semi_structured,plain_insert,,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,state_mismatch,STATE_WRONG_VALUE,wrong_state,LLM_SEMANTIC_ERROR,1,executed_but_wrong,,,,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_026,virtual,semi_structured,insert_ignore,,1,1,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_MISSING,Source field 'tierstep' is neither mapped nor justified.,MATERIALIZATION_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_027,virtual,semi_structured,upsert_update,,1,0,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_UNKNOWN_COLUMN,Unknown enumerated column ID 't2.commercereg'.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_028,virtual,semi_structured,plain_insert,,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_029,virtual,semi_structured,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_030,virtual,semi_structured,upsert_update,,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,state_mismatch,STATE_WRONG_VALUE,wrong_state,LLM_SEMANTIC_ERROR,1,executed_but_wrong,,,,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_031,virtual,free_text,plain_insert,,0,1,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,parse,GEN_UNPARSEABLE_OUTPUT,parse_error,LLM_SEMANTIC_ERROR,0,,,,planner_failure,0,0,0,ALL_WRONG
final_virtual_032,virtual,free_text,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_033,virtual,free_text,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,parse,GEN_UNPARSEABLE_OUTPUT,parse_error,LLM_SEMANTIC_ERROR,0,,,,planner_failure,0,1,0,J_CORRECT_MP_WRONG
final_virtual_034,virtual,semi_structured,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_035,virtual,semi_structured,insert_ignore,,1,1,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_UNKNOWN_COLUMN,Unknown enumerated column ID 't14.entityreg'.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_036,virtual,semi_structured,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,TARGET_MISSING_COLUMN,additionalnotes: missing required columns: notesreg.,LLM_SEMANTIC_ERROR,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_037,virtual,semi_structured,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_038,virtual,semi_structured,insert_ignore,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,0,1,1,MP_CORRECT_DIRECT_WRONG
final_virtual_039,virtual,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_040,virtual,semi_structured,plain_insert,,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,state_mismatch,STATE_WRONG_VALUE,wrong_state,LLM_SEMANTIC_ERROR,1,executed_but_wrong,,,,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_041,virtual,semi_structured,insert_ignore,,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,CONFLICT_MISSING,Conflict behavior is ambiguous; the fail-closed policy abstains.,REPRESENTATION_LIMITATION,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_042,virtual,semi_structured,upsert_update,,1,0,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_UNKNOWN_COLUMN,Unknown enumerated column ID 't5.nicklabel'.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_043,virtual,semi_structured,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_044,virtual,semi_structured,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_045,virtual,semi_structured,upsert_update,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_046,virtual,free_text,plain_insert,,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,state_mismatch,STATE_WRONG_VALUE,wrong_state,LLM_SEMANTIC_ERROR,1,executed_but_wrong,,,,0,0,0,ALL_WRONG
final_virtual_047,virtual,free_text,insert_ignore,,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,state_mismatch,STATE_WRONG_VALUE,wrong_state,LLM_SEMANTIC_ERROR,1,executed_but_wrong,,,,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_048,virtual,free_text,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,TARGET_MISSING_COLUMN,fans: missing required columns: userregistry.,LLM_SEMANTIC_ERROR,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_049,virtual,semi_structured,plain_insert,,0,1,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_UNKNOWN_COLUMN,Unknown enumerated column ID 't5.userregistry'.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_050,virtual,semi_structured,insert_ignore,,1,1,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_UNKNOWN_COLUMN,Unknown enumerated column ID 't3.engagereg'.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_051,virtual,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_052,virtual,semi_structured,plain_insert,,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_053,virtual,semi_structured,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_054,virtual,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_055,virtual,semi_structured,plain_insert,,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,CONFLICT_MISSING,Conflict behavior is ambiguous; the fail-closed policy abstains.,REPRESENTATION_LIMITATION,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_056,virtual,semi_structured,insert_ignore,,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,CONFLICT_MISSING,Conflict behavior is ambiguous; the fail-closed policy abstains.,REPRESENTATION_LIMITATION,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_057,virtual,semi_structured,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,CONFLICT_MISSING,Conflict behavior is ambiguous; the fail-closed policy abstains.,REPRESENTATION_LIMITATION,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_virtual_058,virtual,semi_structured,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_059,virtual,semi_structured,insert_ignore,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_virtual_060,virtual,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
